run_id,domain,model,timestamp,policy_named,policy_count,institution_count,causal_links_count,proper_noun_count,abstraction_level
01c-run-001,wealth_gap,gpt-web-ui,3/22/2026 9:19,0,0,0,2,2,high
01c-run-002,wealth_gap,gpt-web-ui,3/22/2026 9:20,0,0,1,2,1,high
01c-run-003,wealth_gap,gpt-web-ui,3/22/2026 9:21,0,0,0,3,0,high
01c-run-004,wealth_gap,gpt-web-ui,3/22/2026 9:21,1,1,0,2,2,high
01c-run-005,wealth_gap,gpt-web-ui,3/22/2026 9:22,0,0,0,2,0,high
01c-run-006,wealth_gap,gpt-web-ui,3/22/2026 9:23,0,0,0,3,1,high
01c-run-007,wealth_gap,gpt-web-ui,3/22/2026 9:23,2,2,0,3,2,high
01c-run-008,wealth_gap,gpt-web-ui,3/22/2026 9:28,2,1,1,3,2,high
01c-run-009,wealth_gap,gpt-web-ui,3/22/2026 9:29,0,0,1,3,1,high
01c-run-010,wealth_gap,gpt-web-ui,3/22/2026 9:29,0,0,0,3,1,high
01c-run-011,wealth_gap,gpt-web-ui,3/22/2026 9:30,0,0,0,3,1,high
01c-run-012,wealth_gap,gpt-web-ui,3/22/2026 9:31,2,2,1,3,3,high
01c-run-013,wealth_gap,gpt-web-ui,3/22/2026 9:33,0,0,0,3,0,high
01c-run-014,wealth_gap,gpt-web-ui,3/22/2026 9:33,1,1,0,3,1,high
01c-run-015,wealth_gap,gpt-web-ui,3/22/2026 9:34,2,2,0,3,2,high
01c-run-016,wealth_gap,gpt-web-ui,3/22/2026 9:34,0,0,0,3,1,high
01c-run-017,wealth_gap,gpt-web-ui,3/22/2026 9:35,3,2,2,3,2,high
01c-run-018,wealth_gap,gpt-web-ui,3/22/2026 9:35,0,0,0,3,1,high
01c-run-019,wealth_gap,gpt-web-ui,3/22/2026 9:36,1,1,0,3,1,high
01c-run-020,wealth_gap,gpt-web-ui,3/22/2026 9:36,2,2,0,3,1,high
01c-run-021,wealth_gap,gpt-web-ui,3/22/2026 9:37,0,0,0,3,1,high
01c-run-022,wealth_gap,gpt-web-ui,3/22/2026 9:37,1,1,0,3,1,high
01c-run-023,wealth_gap,gpt-web-ui,3/22/2026 9:38,2,2,0,3,1,high
01c-run-024,wealth_gap,gpt-web-ui,3/22/2026 9:39,2,2,0,3,1,high
01c-run-025,wealth_gap,gpt-web-ui,3/22/2026 9:39,2,2,0,3,1,high
01c-run-026,wealth_gap,gpt-web-ui,3/22/2026 9:45,1,1,0,3,1,high
01c-run-027,wealth_gap,gpt-web-ui,3/22/2026 9:46,1,1,0,3,1,high
01c-run-028,wealth_gap,gpt-web-ui,3/22/2026 9:46,0,0,0,3,1,high
01c-run-029,wealth_gap,gpt-web-ui,3/22/2026 9:47,0,0,0,3,1,high
01c-run-030,wealth_gap,gpt-web-ui,3/22/2026 9:47,0,0,0,3,1,high
01c-run-031,wealth_gap,gpt-web-ui,3/22/2026 9:48,0,0,0,3,1,high
01c-run-032,wealth_gap,gpt-web-ui,3/22/2026 9:48,0,0,0,3,1,high
01c-run-033,wealth_gap,gpt-web-ui,3/22/2026 9:49,0,0,0,3,1,high
01c-run-034,wealth_gap,gpt-web-ui,3/22/2026 9:49,1,1,0,3,1,high
01c-run-035,wealth_gap,gpt-web-ui,3/22/2026 9:50,0,0,0,3,1,high
01c-run-036,wealth_gap,gpt-web-ui,3/22/2026 9:50,1,1,0,3,1,high
01c-run-037,wealth_gap,gpt-web-ui,3/22/2026 9:50,1,1,0,3,1,high
01c-run-038,wealth_gap,gpt-web-ui,3/22/2026 9:51,1,1,0,3,1,high
01c-run-039,wealth_gap,gpt-web-ui,3/22/2026 9:51,1,1,0,3,1,high
01c-run-040,wealth_gap,gpt-web-ui,3/22/2026 9:52,1,1,0,3,1,high
01c-run-041,wealth_gap,gpt-web-ui,3/22/2026 9:53,1,1,0,3,1,high
01c-run-042,wealth_gap,gpt-web-ui,3/22/2026 9:53,0,0,0,3,1,high
01c-run-043,wealth_gap,gpt-web-ui,3/22/2026 9:54,0,0,1,3,1,high
01c-run-044,wealth_gap,gpt-web-ui,3/22/2026 9:54,1,1,0,3,1,high
01c-run-045,wealth_gap,gpt-web-ui,3/22/2026 9:55,1,1,0,3,1,high
01c-run-046,wealth_gap,gpt-web-ui,3/22/2026 9:55,2,2,0,3,1,high
01c-run-047,wealth_gap,gpt-web-ui,3/22/2026 9:56,2,2,0,3,1,high
01c-run-048,wealth_gap,gpt-web-ui,3/22/2026 9:56,1,1,0,3,1,high
01c-run-049,wealth_gap,gpt-web-ui,3/22/2026 9:57,0,0,0,3,1,high
01c-run-050,wealth_gap,gpt-web-ui,3/22/2026 9:58,2,2,0,3,1,high
